leaves,x0,x1,x2,bottom_permutation,top_permutation,permutation,orbits
13,3,2,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 7)(2 4)(3 6)(5 9)(8 11)(10 13),"[[12, 9, 5, 8, 11, 13, 10, 7, 1, 4, 2, 0], [6, 3]]",2
15,3,3,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 9)(2 4)(3 6)(5 8)(7 11)(10 13)(12 15),"[[14, 11, 7, 10, 13, 15, 12, 9, 1, 4, 2, 0], [6, 3], [8, 5]]",3
17,3,4,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 11)(2 4)(3 6)(5 8)(7 10)(9 13)(12 15)(14 17),"[[16, 13, 9, 12, 15, 17, 14, 11, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7]]",4
19,3,5,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 13)(2 4)(3 6)(5 8)(7 10)(9 12)(11 15)(14 17)(16 19),"[[18, 15, 11, 14, 17, 19, 16, 13, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9]]",5
21,3,6,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 15)(2 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21),"[[20, 17, 13, 16, 19, 21, 18, 15, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9], [14, 11]]",6
23,3,7,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 17)(2 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 19)(18 21)(20 23),"[[22, 19, 15, 18, 21, 23, 20, 17, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13]]",7
11,4,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 10)(1 3)(2 5)(4 7)(6 9)(8 11),"[[10, 7, 4, 1, 3, 6, 9, 11, 8, 5, 2, 0]]",1
13,4,1,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 5)(2 4)(3 7)(6 9)(8 11)(10 13),"[[12, 9, 6, 3, 7, 10, 13, 11, 8, 5, 1, 4, 2, 0]]",1
15,4,2,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 7)(2 4)(3 6)(5 9)(8 11)(10 13)(12 15),"[[14, 11, 8, 5, 9, 12, 15, 13, 10, 7, 1, 4, 2, 0], [6, 3]]",2
17,4,3,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 9)(2 4)(3 6)(5 8)(7 11)(10 13)(12 15)(14 17),"[[16, 13, 10, 7, 11, 14, 17, 15, 12, 9, 1, 4, 2, 0], [6, 3], [8, 5]]",3
19,4,4,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 11)(2 4)(3 6)(5 8)(7 10)(9 13)(12 15)(14 17)(16 19),"[[18, 15, 12, 9, 13, 16, 19, 17, 14, 11, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7]]",4
21,4,5,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 13)(2 4)(3 6)(5 8)(7 10)(9 12)(11 15)(14 17)(16 19)(18 21),"[[20, 17, 14, 11, 15, 18, 21, 19, 16, 13, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9]]",5
23,4,6,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 15)(2 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 17, 20, 23, 21, 18, 15, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9], [14, 11]]",6
25,4,7,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 17)(2 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 19, 22, 25, 23, 20, 17, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13]]",7
13,5,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 3)(2 5)(4 7)(6 9)(8 11)(10 13),"[[12, 9, 6, 3, 1, 4, 7, 10, 13, 11, 8, 5, 2, 0]]",1
15,5,1,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 5)(2 4)(3 7)(6 9)(8 11)(10 13)(12 15),"[[14, 11, 8, 5, 1, 4, 2, 0], [7, 10, 13, 15, 12, 9, 6, 3]]",2
17,5,2,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 7)(2 4)(3 6)(5 9)(8 11)(10 13)(12 15)(14 17),"[[16, 13, 10, 7, 1, 4, 2, 0], [6, 3], [9, 12, 15, 17, 14, 11, 8, 5]]",3
19,5,3,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 9)(2 4)(3 6)(5 8)(7 11)(10 13)(12 15)(14 17)(16 19),"[[18, 15, 12, 9, 1, 4, 2, 0], [6, 3], [8, 5], [11, 14, 17, 19, 16, 13, 10, 7]]",4
21,5,4,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 11)(2 4)(3 6)(5 8)(7 10)(9 13)(12 15)(14 17)(16 19)(18 21),"[[20, 17, 14, 11, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [13, 16, 19, 21, 18, 15, 12, 9]]",5
23,5,5,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 13)(2 4)(3 6)(5 8)(7 10)(9 12)(11 15)(14 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9], [15, 18, 21, 23, 20, 17, 14, 11]]",6
25,5,6,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 15)(2 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9], [14, 11], [17, 20, 23, 25, 22, 19, 16, 13]]",7
27,5,7,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 17)(2 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 19)(18 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13], [19, 22, 25, 27, 24, 21, 18, 15]]",8
15,6,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 3)(2 5)(4 7)(6 9)(8 11)(10 13)(12 15),"[[14, 11, 8, 5, 2, 0], [3, 6, 9, 12, 15, 13, 10, 7, 4, 1]]",2
17,6,1,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 5)(2 4)(3 7)(6 9)(8 11)(10 13)(12 15)(14 17),"[[16, 13, 10, 7, 3, 6, 9, 12, 15, 17, 14, 11, 8, 5, 1, 4, 2, 0]]",1
19,6,2,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 7)(2 4)(3 6)(5 9)(8 11)(10 13)(12 15)(14 17)(16 19),"[[18, 15, 12, 9, 5, 8, 11, 14, 17, 19, 16, 13, 10, 7, 1, 4, 2, 0], [6, 3]]",2
21,6,3,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 9)(2 4)(3 6)(5 8)(7 11)(10 13)(12 15)(14 17)(16 19)(18 21),"[[20, 17, 14, 11, 7, 10, 13, 16, 19, 21, 18, 15, 12, 9, 1, 4, 2, 0], [6, 3], [8, 5]]",3
23,6,4,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 11)(2 4)(3 6)(5 8)(7 10)(9 13)(12 15)(14 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 9, 12, 15, 18, 21, 23, 20, 17, 14, 11, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7]]",4
25,6,5,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 13)(2 4)(3 6)(5 8)(7 10)(9 12)(11 15)(14 17)(16 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 11, 14, 17, 20, 23, 25, 22, 19, 16, 13, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9]]",5
27,6,6,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 15)(2 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 13, 16, 19, 22, 25, 27, 24, 21, 18, 15, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9], [14, 11]]",6
29,6,7,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 17)(2 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 19)(18 21)(20 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 15, 18, 21, 24, 27, 29, 26, 23, 20, 17, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13]]",7
17,7,0,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 3)(2 5)(4 7)(6 9)(8 11)(10 13)(12 15)(14 17),"[[16, 13, 10, 7, 4, 1, 3, 6, 9, 12, 15, 17, 14, 11, 8, 5, 2, 0]]",1
19,7,1,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 5)(2 4)(3 7)(6 9)(8 11)(10 13)(12 15)(14 17)(16 19),"[[18, 15, 12, 9, 6, 3, 7, 10, 13, 16, 19, 17, 14, 11, 8, 5, 1, 4, 2, 0]]",1
21,7,2,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 7)(2 4)(3 6)(5 9)(8 11)(10 13)(12 15)(14 17)(16 19)(18 21),"[[20, 17, 14, 11, 8, 5, 9, 12, 15, 18, 21, 19, 16, 13, 10, 7, 1, 4, 2, 0], [6, 3]]",2
23,7,3,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 9)(2 4)(3 6)(5 8)(7 11)(10 13)(12 15)(14 17)(16 19)(18 21)(20 23),"[[22, 19, 16, 13, 10, 7, 11, 14, 17, 20, 23, 21, 18, 15, 12, 9, 1, 4, 2, 0], [6, 3], [8, 5]]",3
25,7,4,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 25),(0 24)(1 11)(2 4)(3 6)(5 8)(7 10)(9 13)(12 15)(14 17)(16 19)(18 21)(20 23)(22 25),"[[24, 21, 18, 15, 12, 9, 13, 16, 19, 22, 25, 23, 20, 17, 14, 11, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7]]",4
27,7,5,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 27),(0 26)(1 13)(2 4)(3 6)(5 8)(7 10)(9 12)(11 15)(14 17)(16 19)(18 21)(20 23)(22 25)(24 27),"[[26, 23, 20, 17, 14, 11, 15, 18, 21, 24, 27, 25, 22, 19, 16, 13, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9]]",5
29,7,6,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 29),(0 28)(1 15)(2 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29),"[[28, 25, 22, 19, 16, 13, 17, 20, 23, 26, 29, 27, 24, 21, 18, 15, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9], [14, 11]]",6
31,7,7,0,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 31),(0 30)(1 17)(2 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31),"[[30, 27, 24, 21, 18, 15, 19, 22, 25, 28, 31, 29, 26, 23, 20, 17, 1, 4, 2, 0], [6, 3], [8, 5], [10, 7], [12, 9], [14, 11], [16, 13]]",7
7,0,0,1,(0 2)(1 4)(3 6)(5 7),(0 2)(1 6)(3 5)(4 7),"[[2, 0], [6, 3, 5, 7, 4, 1]]",2
7,0,1,1,(0 2)(1 4)(3 6)(5 7),(0 4)(1 7)(2 6)(3 5),"[[4, 1, 7, 5, 3, 6, 2, 0]]",1
9,0,2,1,(0 2)(1 4)(3 6)(5 8)(7 9),(0 7)(1 9)(2 6)(3 5)(4 8),"[[7, 9, 1, 4, 8, 5, 3, 6, 2, 0]]",1
11,0,3,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 9)(1 11)(2 6)(3 5)(4 8)(7 10),"[[9, 11, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7]]",2
13,0,4,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 11)(1 13)(2 6)(3 5)(4 8)(7 10)(9 12),"[[11, 13, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9]]",3
15,0,5,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 13)(1 15)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14),"[[13, 15, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11]]",4
17,0,6,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 15)(1 17)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14)(13 16),"[[15, 17, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11], [16, 13]]",5
19,0,7,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 17)(1 19)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14)(13 16)(15 18),"[[17, 19, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15]]",6
7,1,0,1,(0 2)(1 4)(3 6)(5 7),(0 6)(1 4)(2 7)(3 5),"[[6, 3, 5, 7, 2, 0], [4, 1]]",2
9,1,1,1,(0 2)(1 4)(3 6)(5 8)(7 9),(0 8)(1 7)(2 6)(3 5)(4 9),"[[8, 5, 3, 6, 2, 0], [7, 9, 4, 1]]",2
11,1,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 10)(1 9)(2 6)(3 5)(4 8)(7 11),"[[10, 7, 11, 9, 1, 4, 8, 5, 3, 6, 2, 0]]",1
13,1,3,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 11)(2 6)(3 5)(4 8)(7 10)(9 13),"[[12, 9, 13, 11, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7]]",2
15,1,4,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 13)(2 6)(3 5)(4 8)(7 10)(9 12)(11 15),"[[14, 11, 15, 13, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9]]",3
17,1,5,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 15)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14)(13 17),"[[16, 13, 17, 15, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11]]",4
19,1,6,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 17)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14)(13 16)(15 19),"[[18, 15, 19, 17, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11], [16, 13]]",5
21,1,7,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 19)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 21),"[[20, 17, 21, 19, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15]]",6
9,2,0,1,(0 2)(1 4)(3 6)(5 8)(7 9),(0 8)(1 4)(2 7)(3 5)(6 9),"[[8, 5, 3, 6, 9, 7, 2, 0], [4, 1]]",2
11,2,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 10)(1 7)(2 6)(3 5)(4 9)(8 11),"[[10, 7, 1, 4, 9, 11, 8, 5, 3, 6, 2, 0]]",1
13,2,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 9)(2 6)(3 5)(4 8)(7 11)(10 13),"[[12, 9, 1, 4, 8, 5, 3, 6, 2, 0], [11, 13, 10, 7]]",2
15,2,3,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 11)(2 6)(3 5)(4 8)(7 10)(9 13)(12 15),"[[14, 11, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [13, 15, 12, 9]]",3
17,2,4,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 13)(2 6)(3 5)(4 8)(7 10)(9 12)(11 15)(14 17),"[[16, 13, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [15, 17, 14, 11]]",4
19,2,5,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 19),(0 18)(1 15)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14)(13 17)(16 19),"[[18, 15, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11], [17, 19, 16, 13]]",5
21,2,6,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 21),(0 20)(1 17)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14)(13 16)(15 19)(18 21),"[[20, 17, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11], [16, 13], [19, 21, 18, 15]]",6
23,2,7,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 23),(0 22)(1 19)(2 6)(3 5)(4 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 21)(20 23),"[[22, 19, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7], [12, 9], [14, 11], [16, 13], [18, 15], [21, 23, 20, 17]]",7
11,3,0,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 11),(0 10)(1 4)(2 7)(3 5)(6 9)(8 11),"[[10, 7, 2, 0], [4, 1], [5, 8, 11, 9, 6, 3]]",3
13,3,1,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 13),(0 12)(1 7)(2 6)(3 5)(4 9)(8 11)(10 13),"[[12, 9, 4, 1, 7, 10, 13, 11, 8, 5, 3, 6, 2, 0]]",1
15,3,2,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 15),(0 14)(1 9)(2 6)(3 5)(4 8)(7 11)(10 13)(12 15),"[[14, 11, 7, 10, 13, 15, 12, 9, 1, 4, 8, 5, 3, 6, 2, 0]]",1
17,3,3,1,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 17),(0 16)(1 11)(2 6)(3 5)(4 8)(7 10)(9 13)(12 15)(14 17),"[[16, 13, 9, 12, 15, 17, 14, 11, 1, 4, 8, 5, 3, 6, 2, 0], [10, 7]]",2
