leaves,x0,x1,x2,bottom_permutation,top_permutation,permutation,orbits
37,13,0,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 37),(0 36)(1 10)(2 13)(3 5)(4 7)(6 9)(8 11)(12 15)(14 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37),"[[36, 33, 30, 27, 24, 21, 18, 15, 12, 9, 6, 3, 5, 8, 11, 14, 17, 20, 23, 26, 29, 32, 35, 37, 34, 31, 28, 25, 22, 19, 16, 13, 2, 0], [10, 7, 4, 1]]",2
39,13,1,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 13)(2 12)(3 5)(4 7)(6 9)(8 11)(10 15)(14 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 26, 23, 20, 17, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [13, 16, 19, 22, 25, 28, 31, 34, 37, 39, 36, 33, 30, 27, 24, 21, 18, 15, 10, 7, 4, 1]]",2
41,13,2,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 15)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 28, 25, 22, 19, 16, 13, 17, 20, 23, 26, 29, 32, 35, 38, 41, 39, 36, 33, 30, 27, 24, 21, 18, 15, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0]]",1
43,13,3,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 17)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 30, 27, 24, 21, 18, 15, 19, 22, 25, 28, 31, 34, 37, 40, 43, 41, 38, 35, 32, 29, 26, 23, 20, 17, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13]]",2
45,13,4,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 19)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 32, 29, 26, 23, 20, 17, 21, 24, 27, 30, 33, 36, 39, 42, 45, 43, 40, 37, 34, 31, 28, 25, 22, 19, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15]]",3
47,13,5,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 21)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 34, 31, 28, 25, 22, 19, 23, 26, 29, 32, 35, 38, 41, 44, 47, 45, 42, 39, 36, 33, 30, 27, 24, 21, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17]]",4
49,13,6,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 49),(0 48)(1 23)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49),"[[48, 45, 42, 39, 36, 33, 30, 27, 24, 21, 25, 28, 31, 34, 37, 40, 43, 46, 49, 47, 44, 41, 38, 35, 32, 29, 26, 23, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19]]",5
51,13,7,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 51),(0 50)(1 25)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51),"[[50, 47, 44, 41, 38, 35, 32, 29, 26, 23, 27, 30, 33, 36, 39, 42, 45, 48, 51, 49, 46, 43, 40, 37, 34, 31, 28, 25, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21]]",6
53,13,8,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 53),(0 52)(1 27)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53),"[[52, 49, 46, 43, 40, 37, 34, 31, 28, 25, 29, 32, 35, 38, 41, 44, 47, 50, 53, 51, 48, 45, 42, 39, 36, 33, 30, 27, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23]]",7
55,13,9,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 55),(0 54)(1 29)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53)(52 55),"[[54, 51, 48, 45, 42, 39, 36, 33, 30, 27, 31, 34, 37, 40, 43, 46, 49, 52, 55, 53, 50, 47, 44, 41, 38, 35, 32, 29, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25]]",8
57,13,10,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 56)(55 57),(0 56)(1 31)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53)(52 55)(54 57),"[[56, 53, 50, 47, 44, 41, 38, 35, 32, 29, 33, 36, 39, 42, 45, 48, 51, 54, 57, 55, 52, 49, 46, 43, 40, 37, 34, 31, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27]]",9
59,13,11,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 56)(55 58)(57 59),(0 58)(1 33)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53)(52 55)(54 57)(56 59),"[[58, 55, 52, 49, 46, 43, 40, 37, 34, 31, 35, 38, 41, 44, 47, 50, 53, 56, 59, 57, 54, 51, 48, 45, 42, 39, 36, 33, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29]]",10
61,13,12,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 56)(55 58)(57 60)(59 61),(0 60)(1 35)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53)(52 55)(54 57)(56 59)(58 61),"[[60, 57, 54, 51, 48, 45, 42, 39, 36, 33, 37, 40, 43, 46, 49, 52, 55, 58, 61, 59, 56, 53, 50, 47, 44, 41, 38, 35, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31]]",11
63,13,13,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 56)(55 58)(57 60)(59 62)(61 63),(0 62)(1 37)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53)(52 55)(54 57)(56 59)(58 61)(60 63),"[[62, 59, 56, 53, 50, 47, 44, 41, 38, 35, 39, 42, 45, 48, 51, 54, 57, 60, 63, 61, 58, 55, 52, 49, 46, 43, 40, 37, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33]]",12
65,13,14,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 56)(55 58)(57 60)(59 62)(61 64)(63 65),(0 64)(1 39)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53)(52 55)(54 57)(56 59)(58 61)(60 63)(62 65),"[[64, 61, 58, 55, 52, 49, 46, 43, 40, 37, 41, 44, 47, 50, 53, 56, 59, 62, 65, 63, 60, 57, 54, 51, 48, 45, 42, 39, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35]]",13
67,13,15,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 56)(55 58)(57 60)(59 62)(61 64)(63 66)(65 67),(0 66)(1 41)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 43)(42 45)(44 47)(46 49)(48 51)(50 53)(52 55)(54 57)(56 59)(58 61)(60 63)(62 65)(64 67),"[[66, 63, 60, 57, 54, 51, 48, 45, 42, 39, 43, 46, 49, 52, 55, 58, 61, 64, 67, 65, 62, 59, 56, 53, 50, 47, 44, 41, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [40, 37]]",14
69,13,16,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 56)(55 58)(57 60)(59 62)(61 64)(63 66)(65 68)(67 69),(0 68)(1 43)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 45)(44 47)(46 49)(48 51)(50 53)(52 55)(54 57)(56 59)(58 61)(60 63)(62 65)(64 67)(66 69),"[[68, 65, 62, 59, 56, 53, 50, 47, 44, 41, 45, 48, 51, 54, 57, 60, 63, 66, 69, 67, 64, 61, 58, 55, 52, 49, 46, 43, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [38, 35], [40, 37], [42, 39]]",15
39,14,0,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 39),(0 38)(1 10)(2 13)(3 5)(4 7)(6 9)(8 11)(12 15)(14 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39),"[[38, 35, 32, 29, 26, 23, 20, 17, 14, 11, 8, 5, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 37, 34, 31, 28, 25, 22, 19, 16, 13, 2, 0], [10, 7, 4, 1]]",2
41,14,1,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 41),(0 40)(1 13)(2 12)(3 5)(4 7)(6 9)(8 11)(10 15)(14 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41),"[[40, 37, 34, 31, 28, 25, 22, 19, 16, 13, 1, 4, 7, 10, 15, 18, 21, 24, 27, 30, 33, 36, 39, 41, 38, 35, 32, 29, 26, 23, 20, 17, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0]]",1
43,14,2,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 43),(0 42)(1 15)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 17)(16 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43),"[[42, 39, 36, 33, 30, 27, 24, 21, 18, 15, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [17, 20, 23, 26, 29, 32, 35, 38, 41, 43, 40, 37, 34, 31, 28, 25, 22, 19, 16, 13]]",2
45,14,3,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 45),(0 44)(1 17)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 19)(18 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45),"[[44, 41, 38, 35, 32, 29, 26, 23, 20, 17, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [19, 22, 25, 28, 31, 34, 37, 40, 43, 45, 42, 39, 36, 33, 30, 27, 24, 21, 18, 15]]",3
47,14,4,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 47),(0 46)(1 19)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 21)(20 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47),"[[46, 43, 40, 37, 34, 31, 28, 25, 22, 19, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [21, 24, 27, 30, 33, 36, 39, 42, 45, 47, 44, 41, 38, 35, 32, 29, 26, 23, 20, 17]]",4
49,14,5,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 49),(0 48)(1 21)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 23)(22 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49),"[[48, 45, 42, 39, 36, 33, 30, 27, 24, 21, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [23, 26, 29, 32, 35, 38, 41, 44, 47, 49, 46, 43, 40, 37, 34, 31, 28, 25, 22, 19]]",5
51,14,6,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 51),(0 50)(1 23)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 25)(24 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51),"[[50, 47, 44, 41, 38, 35, 32, 29, 26, 23, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [25, 28, 31, 34, 37, 40, 43, 46, 49, 51, 48, 45, 42, 39, 36, 33, 30, 27, 24, 21]]",6
53,14,7,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 53),(0 52)(1 25)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 27)(26 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53),"[[52, 49, 46, 43, 40, 37, 34, 31, 28, 25, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [27, 30, 33, 36, 39, 42, 45, 48, 51, 53, 50, 47, 44, 41, 38, 35, 32, 29, 26, 23]]",7
55,14,8,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 55),(0 54)(1 27)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 29)(28 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53)(52 55),"[[54, 51, 48, 45, 42, 39, 36, 33, 30, 27, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [29, 32, 35, 38, 41, 44, 47, 50, 53, 55, 52, 49, 46, 43, 40, 37, 34, 31, 28, 25]]",8
57,14,9,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 56)(55 57),(0 56)(1 29)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 31)(30 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53)(52 55)(54 57),"[[56, 53, 50, 47, 44, 41, 38, 35, 32, 29, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [31, 34, 37, 40, 43, 46, 49, 52, 55, 57, 54, 51, 48, 45, 42, 39, 36, 33, 30, 27]]",9
59,14,10,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 56)(55 58)(57 59),(0 58)(1 31)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 33)(32 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53)(52 55)(54 57)(56 59),"[[58, 55, 52, 49, 46, 43, 40, 37, 34, 31, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [33, 36, 39, 42, 45, 48, 51, 54, 57, 59, 56, 53, 50, 47, 44, 41, 38, 35, 32, 29]]",10
61,14,11,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 56)(55 58)(57 60)(59 61),(0 60)(1 33)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 35)(34 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53)(52 55)(54 57)(56 59)(58 61),"[[60, 57, 54, 51, 48, 45, 42, 39, 36, 33, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [35, 38, 41, 44, 47, 50, 53, 56, 59, 61, 58, 55, 52, 49, 46, 43, 40, 37, 34, 31]]",11
63,14,12,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 56)(55 58)(57 60)(59 62)(61 63),(0 62)(1 35)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 37)(36 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53)(52 55)(54 57)(56 59)(58 61)(60 63),"[[62, 59, 56, 53, 50, 47, 44, 41, 38, 35, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [37, 40, 43, 46, 49, 52, 55, 58, 61, 63, 60, 57, 54, 51, 48, 45, 42, 39, 36, 33]]",12
65,14,13,4,(0 2)(1 4)(3 6)(5 8)(7 10)(9 12)(11 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 38)(37 40)(39 42)(41 44)(43 46)(45 48)(47 50)(49 52)(51 54)(53 56)(55 58)(57 60)(59 62)(61 64)(63 65),(0 64)(1 37)(2 12)(3 5)(4 7)(6 9)(8 11)(10 14)(13 16)(15 18)(17 20)(19 22)(21 24)(23 26)(25 28)(27 30)(29 32)(31 34)(33 36)(35 39)(38 41)(40 43)(42 45)(44 47)(46 49)(48 51)(50 53)(52 55)(54 57)(56 59)(58 61)(60 63)(62 65),"[[64, 61, 58, 55, 52, 49, 46, 43, 40, 37, 1, 4, 7, 10, 14, 11, 8, 5, 3, 6, 9, 12, 2, 0], [16, 13], [18, 15], [20, 17], [22, 19], [24, 21], [26, 23], [28, 25], [30, 27], [32, 29], [34, 31], [36, 33], [39, 42, 45, 48, 51, 54, 57, 60, 63, 65, 62, 59, 56, 53, 50, 47, 44, 41, 38, 35]]",13
